-1100000000,can0,033#000780000F0007D0
-1100000000,can0,162#00080003EA11F4CE
-1100000000,can0,0A7#2010FA24D125C0A0
-1100000000,can0,32D#00000424CC010000
-1100000000,can0,576#7FF800003FFC1FC0
-1100000000,can0,193#00080803E6E80000
-1100000000,can0,20E#4E2007A0003FAFFF
-1100000000,can0,522#DF7FD08E6E304EDC
-1100000000,can0,366#7FDDC8020147CE78
-1100000000,can0,580#00000003CB080000
-1100000000,can0,434#03AAA0A2F2F30300
-1100000000,can0,6E0#0000000000000000
-1100000000,can0,498#87FFBFFCF180000B
-1100000000,can0,230#DC0008E2D4000C00
-1100000000,can0,153#00000004000C0004
-1100000000,can0,354#1FFF40000003F280
-1100000000,can0,00E#2052960208097590
-1100000000,can0,5E1#893FE00B0A000080
-1100000000,can0,69E#0440047E1FC01502
-1100000000,can0,125#90003F5F3AE2F160
-1100000000,can0,295#0000000000000840
-1100000000,can0,662#4C20000040000000
-1100000000,can0,28B#0000000000000000
-1100000000,can0,19C#1A08201B82002720
-1100000000,can0,0D0#6A610C60EF000000
-1100000000,can0,033#000778000F4007D0
-1100000000,can0,274#00F20DF1107C86B9
-1100000000,can0,0C0#2000000000000000
-1100000000,can0,0A7#2010FA24D125C0A0
-1100000000,can0,03D#00002A8000000000
-1100000000,can0,FFF#0000000000000000
-1100000000,can0,4CB#8000000000000000
-1100000000,can0,280#18E0027000000000
-1100000000,can0,3C1#7B551FBC30F3A92E
-1100000000,can0,03C#0000040031000000
-1100000000,can0,207#24046048129E94D0
-1100000000,can0,4C9#019915820D00F64B
-1100000000,can0,1D6#060B808030244080
-1100000000,can0,6E0#0000000000000000
-1100000000,can0,107#0000000000000000
-1100000000,can0,FFF#0000000000000000
-1100000000,can0,0BA#06980E441000050C
-1100000000,can0,0D0#72610C60EE000000
-1100000000,can0,2E1#0000000000000004
-1100000000,can0,00E#2052D6020809758A
-1100000000,can0,354#1FFF40000003E380
-1100000000,can0,125#90003F5F3AE2D360
-1100000000,can0,5E1#893FE00B0A000080
-1100000000,can0,033#000770000F8007D0
-1100000000,can0,162#00080003EA11F4CE
-1100000000,can0,0A7#2010FA24D125C0A0
-1100000000,can0,577#0000080000000146
-1100000000,can0,585#0040000000020018
-1100000000,can0,193#00080803E6E80000
-1100000000,can0,20E#4E2003A0003F8FFF
-1100000000,can0,522#DF7FD08E6DB84EDC
-1100000000,can0,366#7FDDC8020147CE78
-1100000000,can0,580#00000003C3880000
-1100000000,can0,434#03CAA0A2F2F30300
-1100000000,can0,6E0#0000000000000000
-1100000000,can0,498#87FFBFFCF080000C
-1100000000,can0,230#DB0008E2D4000E00
-1100000000,can0,153#00000004000C0004
-1100000000,can0,354#1FFF40000003E380
