-1010000000,can0,00E#20529602080975B8
-1010000000,can0,153#00000004000C0004
-1010000000,can0,295#0000000000000040
-1010000000,can0,662#4EE0000040000000
-1010000000,can0,19C#08F62000020028C0
-1010000000,can0,0D0#22770460F8000000
-1010000000,can0,033#0007C0000D0007D0
-1010000000,can0,274#00F224FB507C81DD
-1010000000,can0,0C0#0000000000000000
-1010000000,can0,30A#402D5001D32A3200
-1010000000,can0,193#00080803E8880000
-1010000000,can0,20E#4E2003A0003F6FFF
-1010000000,can0,522#DF7FD1AC4DC8DF9C
-1010000000,can0,366#7FDDC8020147CE78
-1010000000,can0,354#1FFF40000003FA00
-1010000000,can0,5E1#893FE00B0A000080
-1010000000,can0,28B#0000000000000000
-1010000000,can0,580#00000003B4880000
-1010000000,can0,434#0382A0A000000000
-1010000000,can0,6E0#0000000000000000
-1010000000,can0,0A7#2010FA24D12B80A0
-1010000000,can0,2B4#14E9950000005800
-1010000000,can0,1CA#3FF1FF8000000C38
-1010000000,can0,1C4#0000020001000000
-1010000000,can0,2A4#36DC001C040898D0
-1010000000,can0,498#87FFBFFCEE80000E
-1010000000,can0,32D#80000420AC010020
-1010000000,can0,4FD#115F0A4E7F124788
-1010000000,can0,230#9B001AC294001200
-1010000000,can0,69E#0440047F1FC013E2
-1010000000,can0,FFF#0000000000000000
-1010000000,can0,125#9000409F42BE3160
-1010000000,can0,00E#20529602080975B2
-1010000000,can0,0D0#2A770460F7000000
-1010000000,can0,033#0007B8000D4007D0
-1010000000,can0,577#000008000000011A
-1010000000,can0,107#0000000000000000
-1010000000,can0,FFF#0000000000000000
-1010000000,can0,6E0#0000000000000000
-1010000000,can0,2E1#0000000000000004
-1010000000,can0,354#1FFF40000003EB00
-1010000000,can0,5E1#893FE00B0A000080
-1010000000,can0,162#00080003EA11F4CE
-1010000000,can0,0A7#2010FA24D12B80A0
-1010000000,can0,2A3#00000003FE804E00
-1010000000,can0,125#9000409F42BE1360
-1010000000,can0,26E#01064082890E0A04
-1010000000,can0,FFF#0000000000000000
-1010000000,can0,00E#20529602080975B2
-1010000000,can0,3C1#7B551FBB30F4A92E
-1010000000,can0,153#00000004000C0004
-1010000000,can0,662#4EE0000040000000
-1010000000,can0,19C#0CF22000020028C0
-1010000000,can0,0D0#32770460F6000000
-1010000000,can0,033#0007B0000D8007D0
-1010000000,can0,274#00F226F9507C81DD
-1010000000,can0,0C0#0000000000000000
-1010000000,can0,025#00000288403E2201
-1010000000,can0,193#00080803E8880000
-1010000000,can0,20E#4E2003A0003F8FFF
-1010000000,can0,522#DF7FD1AC4D50DEDC
-1010000000,can0,354#1FFF40000003DC00
-1010000000,can0,5E1#893FE00B0A000080
-1010000000,can0,28B#0000000000000000
-1010000000,can0,366#7FDDC8020147CE78
