-1180000000,can0,69E#0440047C20001542
-1180000000,can0,193#00080803E4C80000
-1180000000,can0,20E#4E2003A0003F6FFF
-1180000000,can0,522#DF7FD1621848BF1C
-1180000000,can0,125#90002DDF20F8ED60
-1180000000,can0,366#7FDDC8020147CE78
-1180000000,can0,580#00000003B4880000
-1180000000,can0,67D#001860020802A230
-1180000000,can0,434#030AA0AF0FB003C0
-1180000000,can0,6E0#0000000000000000
-1180000000,can0,498#84002000EE80000E
-1180000000,can0,2E1#0000000000000004
-1180000000,can0,354#1FFF40000003DC00
-1180000000,can0,153#00000004000C0004
-1180000000,can0,5E1#893FE00B0A000080
-1180000000,can0,662#4E20000040000000
-1180000000,can0,19C#10EE200002002880
-1180000000,can0,0D0#42710460F4000000
-1180000000,can0,033#0007A0000E0007D0
-1180000000,can0,274#00F208F7107C81DD
-1180000000,can0,0C0#0000000000000000
-1180000000,can0,00E#2052D60208097568
-1180000000,can0,162#00080003EA11F4CE
-1180000000,can0,0A7#2010FA24E12B50A0
-1180000000,can0,230#3000162274001200
-1180000000,can0,FFF#0000000000000000
-1180000000,can0,FFF#0000000000000000
-1180000000,can0,125#90002DDF20F8CF60
-1180000000,can0,6E0#0000000000000000
-1180000000,can0,107#0000000000000000
-1180000000,can0,FFF#0000000000000000
-1180000000,can0,0BA#069809C410000936
-1180000000,can0,354#1FFF40000003CD00
-1180000000,can0,3C1#7B551FBB4B1A292E
-1180000000,can0,5E1#893FE00B0A000080
-1180000000,can0,295#0000000000000040
-1180000000,can0,28B#0000000000000000
-1180000000,can0,0D0#4A710460F3000000
-1180000000,can0,033#000798000E4007D0
-1180000000,can0,0A7#2010FA24E12B50A0
-1180000000,can0,03D#0000700000000000
-1180000000,can0,577#0000080000000144
-1180000000,can0,00E#2052D60208097562
-1180000000,can0,69E#0440047C20001542
-1180000000,can0,193#00080803E4C80000
-1180000000,can0,20E#4E2003A0003F8FFF
-1180000000,can0,522#DF7FD16217D0BE9C
-1180000000,can0,125#90002DDF20F8B160
-1180000000,can0,366#7FDDC8020147CE78
-1180000000,can0,580#00000003AD080000
-1180000000,can0,4FD#112A0A4F3908C988
-1180000000,can0,434#032AA0AF0FB003C0
-1180000000,can0,6E0#0000000000000000
-1180000000,can0,498#84002000ED80000F
-1180000000,can0,464#0002400000901796
-1180000000,can0,230#2F00162274001400
-1180000000,can0,2E1#0000000000000004
-1180000000,can0,354#1FFF40000003CD00
-1180000000,can0,153#00000004000C0004
-1180000000,can0,5E1#893FE00B0A000080
-1180000000,can0,662#4E20000040000000
-1180000000,can0,19C#14EA200002002880
-1180000000,can0,0D0#52710460F2000000
-1180000000,can0,033#000790000E8007D0
-1180000000,can0,274#00F20AF5107C81DD
-1180000000,can0,0C0#0000000000000000
-1180000000,can0,00E#2052D60208097568
-1180000000,can0,162#00080003EA11F4CE
-1180000000,can0,0A7#2010FA24E12B50A0
-1180000000,can0,FFF#0000000000000000
-1180000000,can0,125#90002DDF20F89360
-1180000000,can0,6E0#0000000000000000
-1180000000,can0,2B4#12CCD90000005800
-1180000000,can0,107#0000000000000000
-1180000000,can0,FFF#0000000000000000
-1180000000,can0,0D7#0000020080000000
-1180000000,can0,354#1FFF40000003C580
-1180000000,can0,5E1#893FE00B0A000080
-1180000000,can0,28B#0000000000000000
-1180000000,can0,0D0#5A710460F1000000
-1180000000,can0,033#000788000EC007D0
-1180000000,can0,0A7#2010FA24E12B50A0
-1180000000,can0,1CA#3FF9FF8000000CA8
-1180000000,can0,00E#2052D60208097562
-1180000000,can0,3C1#7B551FBC495AE92E
-1180000000,can0,69E#0440047B1FC01542
-1180000000,can0,193#00080803E4C80000
-1180000000,can0,20E#4E2003A0003F8FFF
-1180000000,can0,522#DF7FD1621758BE1C
-1180000000,can0,125#90002DDF20F87560
-1180000000,can0,366#7FDDC8020147CE78
