-1050000000,can0,0C0#2000000000000000
-1050000000,can0,FFF#0000000000000000
-1050000000,can0,498#87FFBFFC278130CE
-1050000000,can0,207#040460482B1ED518
-1050000000,can0,4C9#01F915820D03F64B
-1050000000,can0,1D6#028FC28034740590
-1050000000,can0,230#F6000002EC001200
-1050000000,can0,2E1#0000000000000004
-1050000000,can0,354#1FE4C00000074280
-1050000000,can0,5E1#893FE00B0A00A480
-1050000000,can0,162#00080293EA11F4CE
-1050000000,can0,0A7#0010FA64E12820A0
-1050000000,can0,2A3#0000008428803C10
-1050000000,can0,125#900040DF3F7F7760
-1050000000,can0,6E0#0421041204200421
-1050000000,can0,00E#2052D60208097686
-1050000000,can0,FFF#0000000000000000
-1050000000,can0,107#0000000000000000
-1050000000,can0,FFF#0000000000000000
-1050000000,can0,0D0#2A7B0C603104C200
-1050000000,can0,033#000698000D4247D0
-1050000000,can0,354#1FE4C00000074280
-1050000000,can0,5E1#893FE00B0A00A080
-1050000000,can0,28B#0000000000000000
-1050000000,can0,6FC#00000767F2B2B800
-1050000000,can0,0A7#0010F9E4D12820A0
-1050000000,can0,239#00000048C00045E0
-1050000000,can0,0D7#0000020080000000
-1050000000,can0,69E#0440047F1FC01542
-1050000000,can0,125#900040DF3F7F5960
-1050000000,can0,00E#2052D6020809767A
-1050000000,can0,193#00080803E8080000
-1050000000,can0,20E#4E2003A25DBFCFF7
-1050000000,can0,3C1#7B551FBACBD9E92E
-1050000000,can0,522#DF7FD0007AD0001C
-1050000000,can0,366#801DC8020147CE38
-1050000000,can0,580#00000003AD080000
-1050000000,can0,434#03AAA0A4A5C1B8C0
-1050000000,can0,6E0#042104140421041F
-1050000000,can0,153#00000000000C000A
-1050000000,can0,295#0000000000000840
-1050000000,can0,662#4F60000040000000
-1050000000,can0,19C#0CA2200A02002910
-1050000000,can0,0D0#327B0C603004C200
-1050000000,can0,033#000690000D8247D0
-1050000000,can0,274#00F206F8107C85D3
-1050000000,can0,0C0#2000000000000000
-1050000000,can0,66C#0080100020000020
-1050000000,can0,FFF#0000000000000000
-1050000000,can0,498#87FFBFFC2581310F
-1050000000,can0,4FD#11380A4E4B0B4A08
-1050000000,can0,533#ED7FCF7EFFF8EF7F
-1050000000,can0,230#F5000002EC001400
-1050000000,can0,2E1#0000000000000004
-1050000000,can0,354#1FE4C00000073380
-1050000000,can0,5E1#893FE00B0A00A080
-1050000000,can0,162#00080293EA11F4CE
-1050000000,can0,0A7#0010FA64E12820A0
-1050000000,can0,497#0000000000000000
-1050000000,can0,125#900040DF3F7F3B60
-1050000000,can0,2B4#14EAD60000005800
-1050000000,can0,00E#2052D6020809766E
-1050000000,can0,6E0#041A041304200420
-1050000000,can0,2E2#18080D4040000118
-1050000000,can0,107#0000000000000000
-1050000000,can0,FFF#0000000000000000
-1050000000,can0,0BA#06A80FC4100001A8
-1050000000,can0,345#050202C23C774081
-1050000000,can0,430#004E448CD68011A0
-1050000000,can0,0D0#3A7B0C602E04C300
-1050000000,can0,033#000688000DC247D0
-1050000000,can0,130#0001700000000000
-1050000000,can0,354#1FE4C00000072C00
-1050000000,can0,5E1#893FE00B0A00A080
-1050000000,can0,28B#0000000000000000
-1050000000,can0,0A7#0010FB64E12820A0
-1050000000,can0,2D2#0000203E80000000
-1050000000,can0,55C#101B000041823000
-1050000000,can0,69E#0440047F1FC01542
-1050000000,can0,125#900040DF3F7F1D60
-1050000000,can0,193#00080803E8080000
